,Row.names,log2FoldChange.x,padj.x,log2FoldChange.y,padj.y,TE_significance,RNA_significance
6831,Polr3d-202,1.00797257617751,0.255246491487723,0.386344287120703,0.220494171542498,0,0
6832,Polr3e-201,0.20338712199747,0.538648174772499,-2.46340554107236,0.000345711107683259,0,-1
6833,Polr3f-201,3.64529293110083,0.0123880063702094,0.388071954793034,0.275667839785978,0,0
6834,Polr3g-201,0.0535032206553411,0.949099160147865,0.716268019757802,0.157727286815953,0,0
6835,Polr3gl-201,0.00283670799290397,0.512594727574967,-0.779663822464784,0.203522142543221,0,0
6836,Polr3h-201,-0.177113378495946,0.80054567004787,-1.84448029121568,9.08677404468344e-06,0,-1
6837,Polr3k-201,0.1521402537693,0.874401351524817,-1.62085158271888,1.73025470155816e-21,0,-1
6838,Polrmt-201,-1.37519084244927,0.125993793020817,-3.3281267869229,6.4704231180936e-36,0,-1
6839,Pom121-201,1.82602326318331,3.69761107554628e-07,1.91153410455422,5.54086164084309e-19,1,1
6840,Pomc-204,-0.00788751935254796,0.152391846995294,-3.06642867611811,0.00274996289805118,0,-1
6841,Pomgnt1-204,0.209893441429989,0.552201096426098,-2.42104030486786,0.000454564195278731,0,-1
6842,Pomgnt2-206,-0.729411549301272,0.0349998177607387,-3.96851174651406,0.000115363284819433,0,-1
6843,Pomp-201,0.146325522006854,0.876573841850396,-1.46949308902501,6.88274449766723e-21,0,-1
6844,Pomt1-201,0.542119710690414,0.894480309737491,-1.25568476166021,0.00953816964746267,0,-1
6845,Pomt2-201,-0.0793634577617632,0.746779869802971,-0.549020713569844,0.330187375569386,0,0
6846,Pop1-201,0.941541674960171,0.194329966204092,-0.447740098903205,0.0233626507521558,0,0
6847,Pop4-201,-0.0548578364425304,0.960453737524128,-2.18231289297279,4.02526810890748e-24,0,-1
6848,Pop5-201,-3.88019114563618,3.28775096264486e-08,-4.17930731415456,3.53631900193198e-37,-1,-1
6849,Pop7-202,-1.86080690672155,0.0685525750436558,-1.82562279169404,2.65832086379824e-13,0,-1
6850,Popdc2-201,-0.763260781875653,0.399570482794427,1.44807283899097,7.31075434189134e-08,0,1
6851,Por-201,-2.73922052234341,9.25688776028096e-05,0.347004614320896,0.0625578409617186,-1,0
6852,Postn-201,0.294953838221833,0.913808359058774,0.331042736209655,0.552668879255993,0,0
6853,Pot1a-203,1.07709441929881,0.39690571056442,0.111825130549554,0.768418715958999,0,0
6854,Pot1b-201,0.154514571538312,0.878457288198657,0.044490226794845,0.921737852339159,0,0
6855,Pou2f1-202,-0.00918241076219031,0.78692980784688,1.26003515840068,4.14105609603474e-14,0,1
6856,Pou2f2-203,2.35801104961119,0.00218534274365534,1.34835426781914,1.3077717233722e-06,1,1
6857,Pou2f3-202,0.725299341323845,0.636408108099882,-0.491871641308485,0.4003918309373,0,0
6858,Pou4f1-201,-1.61412674298972,8.05890143567059e-05,-0.297858402623256,0.194010901445446,-1,0
6859,Pou5f1-201,-1.26536013861903,0.00494308123364373,0.280117792985202,0.0674876745607404,-1,0
6860,Pp2d1-201,-0.00509683635005324,0.14950257385744,-2.71222083404194,0.00276081275092357,0,-1
6861,Ppa1-201,-0.388893541253297,0.683216784065793,-0.186381311582236,0.376476582495677,0,0
6862,Ppa2-201,-0.598683034930694,0.49519635101876,0.470342500256915,0.0876560669548866,0,0
6863,Ppan-201,-0.00619343906026342,0.995396712066072,-0.0638175653680311,0.653182297105476,0,0
6864,Ppara-202,0.0171135487043752,0.914365648136499,0.787178057444626,0.17134643724163,0,0
6865,Ppard-201,1.13138338744455,0.206496794955859,1.75477320615576,2.42994600238406e-07,0,1
6866,Pparg-201,-0.530684722122718,0.463737522562775,-0.211964156746976,0.38846773496261,0,0
6867,Ppargc1b-202,0.159861539532862,0.872040233525043,0.435930893810651,0.17630487676717,0,0
6868,Ppat-202,-0.311486708565843,0.421467896489017,-1.5989060484966,0.0571798331659979,0,0
6869,Ppdpf-201,-0.00100907541348274,0.176487811360343,-1.79230203227407,6.08873038435694e-05,0,-1
6870,Ppef1-201,0.824296742268477,0.604130577217344,-1.50586173458512,0.00078654866061665,0,-1
6871,Ppef2-202,0.0281173065633472,0.474713344811472,2.14999110080569,5.75137559459381e-05,0,1
6872,Ppfia1-201,-0.129561827157674,0.827787801420055,0.961899142274537,1.85054892680569e-13,0,1
6873,Ppfibp1-201,1.46100963707914,0.0589629385147969,0.89440687129241,0.0102078542173767,0,0
6874,Ppfibp2-201,0.967478780680374,0.0443866135347829,0.41956159665414,0.00204406285151342,0,1
6875,Pphln1-202,2.27552855960025,0.0254550313028225,-0.930908839787522,3.32013968772115e-06,0,-1
6876,Ppia-202,-0.831881411538091,0.17425344764058,-2.34686441070699,6.20157640404636e-27,0,-1
6877,Ppib-201,-0.381321311741241,0.567316597337258,0.737942599284129,1.75928379208075e-06,0,1
6878,Ppid-201,-0.380074921971059,0.608841095881986,0.299300268302422,0.229540466086058,0,0
6879,Ppie-201,0.222891595274647,0.426415321649887,-3.70956739826582,1.80388497572137e-38,0,-1
6880,Ppif-201,-2.57989674341571,0.0342142707420379,-1.68349616494363,0.00342932506471578,0,-1
6881,Ppig-201,3.99355394003815,0.000396028693805314,1.70150838600358,4.33604220133448e-26,1,1
6882,Ppih-205,0.0306992181364276,0.498373471917242,2.03371462714469,3.25078414662778e-28,0,1
6883,Ppil1-201,-0.00164829642700969,0.197882549147145,-1.81828446758077,0.000849776076605066,0,-1
6884,Ppil2-209,-0.452572783947577,0.497063542865906,-1.22752576446534,2.92488427311294e-17,0,-1
6885,Ppil3-204,-0.564386723979358,0.058877165231366,-4.44081977694481,3.54626810895222e-21,0,-1
6886,Ppil4-201,0.296427450966731,0.723035578306327,0.873403518056674,5.01741959328008e-08,0,1
6887,Ppil6-201,0.00859050783702307,0.729219113193928,-0.174021106382812,0.73515886685398,0,0
6888,Ppip5k1-201,0.105889064964692,0.876419919509905,0.790782529950799,0.217573575194485,0,0
6889,Ppip5k2-205,-1.27985078286487,0.00280037350690096,1.26183360578087,1.71345499183818e-15,-1,1
6890,Ppl-201,0.203427301255195,0.95610592412933,-0.0258593482624223,0.976814274861951,0,0
6891,Ppm1a-201,1.38031272859237,0.0834624065911631,1.64345555251078,1.08628203890486e-15,0,1
6892,Ppm1b-202,-0.0889024406293372,0.910798339816191,0.969150182715014,4.40383336883668e-10,0,1
