,Row.names,log2FoldChange.x,padj.x,log2FoldChange.y,padj.y,TE_significance,RNA_significance
1,0610009B22Rik-202,-0.0320013120415741,0.999265150009186,-0.214814470450008,NA,0,NA
2,0610010F05Rik-201,0.00140054033874109,0.999265150009186,0.00610498288288553,NA,0,NA
3,0610010K14Rik-204,0.00112687811509472,0.999265150009186,0.0229001870216905,NA,0,NA
4,0610012G03Rik-201,0.000767726232322809,0.999265150009186,-1.76408419408611,0.0404848931263235,0,0
5,0610030E20Rik-201,0.021062029125181,0.999265150009186,0.0212405700237505,NA,0,NA
6,0610040J01Rik-201,0.00251628365878302,0.999265150009186,-0.059378835803229,NA,0,NA
7,1110004F10Rik-201,0.200365431678614,0.999265150009186,0.0642521774029135,0.86226066053002,0,0
8,1110008P14Rik-201,-0.00664049234927795,0.999265150009186,0.132441914639984,0.637387097098114,0,0
9,1110012L19Rik-201,-0.013743325897949,0.999265150009186,-0.0894417787547809,0.738962441715609,0,0
10,1110017D15Rik-201,9.50794399412252e-05,0.999265150009186,-0.0227169900637376,NA,0,NA
11,1110032A03Rik-201,0.00040612494301935,0.999265150009186,-0.0256081286077646,NA,0,NA
12,1110038F14Rik-201,0.00804905731004553,0.999265150009186,-0.00828911722318351,0.983486887127497,0,0
13,1110051M20Rik-203,0.000360556630797466,0.999265150009186,-0.00892491060425421,NA,0,NA
14,1110059E24Rik-201,-0.0187816058332817,0.999265150009186,-0.11660296959029,0.685980448917567,0,0
15,1110059G10Rik-201,-0.0551185992273728,0.999265150009186,-0.0593102105859646,0.8622496010554,0,0
16,1110065P20Rik-201,0.000847379925754466,0.999265150009186,0.0033007186368248,NA,0,NA
17,1190007I07Rik-201,0.000657399355627488,0.999265150009186,-0.0544649273434252,NA,0,NA
18,1300017J02Rik-201,0.00127493253303341,0.999265150009186,0.0523847930883115,NA,0,NA
19,1500009C09Rik-202,0.00122996800238635,0.999265150009186,0.029743217145154,NA,0,NA
20,1500009L16Rik-201,0.00267583472254703,0.999265150009186,0.173287481163405,NA,0,NA
21,1500011B03Rik-202,0.00918848208320324,0.999265150009186,0.033234367162453,0.938192231018965,0,0
22,1520401A03Rik-205,0.00161107947212476,0.999265150009186,0.0115692460420482,NA,0,NA
23,1600012H06Rik-202,0.0121847195778798,0.999265150009186,0.0879546218046549,NA,0,NA
24,1600014C10Rik-202,0.00103461471932467,0.999265150009186,0.026205079820917,NA,0,NA
25,1700001C19Rik-201,-0.000829483068594574,0.999265150009186,-0.0270679840289238,NA,0,NA
26,1700001J03Rik-201,0.00116903588623156,0.999265150009186,0.00426395084748414,NA,0,NA
27,1700001L19Rik-201,-0.000807370412371542,0.999265150009186,-0.0331071750579663,NA,0,NA
28,1700001O22Rik-201,-0.00867023335842553,0.999265150009186,-0.00995013111361296,NA,0,NA
29,1700001P01Rik-201,0.000648046865646458,0.999265150009186,-0.0102446923815801,NA,0,NA
30,1700003E16Rik-201,-7.24590517113645e-05,0.999265150009186,-0.0169351904522205,NA,0,NA
31,1700003F12Rik-201,0.00144271266124676,0.999265150009186,0.00660372549763658,NA,0,NA
32,1700007K13Rik-201,0.00159884229192338,0.999265150009186,0.0107525718227476,NA,0,NA
33,1700008O03Rik-201,0.0019765286209282,0.999265150009186,0.0310491235457423,NA,0,NA
34,1700010B08Rik-201,5.36386673446415e-05,0.999265150009186,-0.0440680640339159,NA,0,NA
35,1700010I14Rik-203,0.00158684647467867,0.999265150009186,0.0113060395947034,NA,0,NA
36,1700013F07Rik-201,-0.000904371784434835,0.999265150009186,-0.0661762587011184,NA,0,NA
37,1700013G24Rik-201,0.00961064459324396,0.999265150009186,-0.0220409979987762,NA,0,NA
38,1700013H16Rik-201,-0.00134830039871441,0.999265150009186,-0.0317875365151426,NA,0,NA
39,1700014D04Rik-203,0.00120142642100867,0.999265150009186,0.00445588110807246,NA,0,NA
40,1700015F17Rik-201,-0.00643441530899812,0.999265150009186,0.0171138036744475,NA,0,NA
41,1700015G11Rik-201,-0.00077734238969632,0.999265150009186,-0.0197506050770784,NA,0,NA
42,1700016C15Rik-201,-0.000716368988002093,0.999265150009186,NA,NA,0,NA
43,1700016D06Rik-201,0.000225140076107861,0.999265150009186,-0.0129910355323469,NA,0,NA
44,1700016H13Rik-202,0.0012184342126485,0.999265150009186,0.00462078280737691,NA,0,NA
45,1700016K19Rik-201,-0.00406609399038766,0.999265150009186,0.00540987529247883,NA,0,NA
46,1700017B05Rik-201,0.0394757655507406,0.999265150009186,0.0379683160510774,0.900808212686855,0,0
47,1700018B08Rik-201,2.51493863368212e-05,0.999265150009186,-0.0162794642697656,NA,0,NA
48,1700020N01Rik-201,-8.94094767902606e-05,0.999265150009186,-0.0302459349146234,NA,0,NA
49,1700021F07Rik-201,-0.00077734238969632,0.999265150009186,-0.0197506050770784,NA,0,NA
50,1700022I11Rik-201,0.00116903588623156,0.999265150009186,0.00426395084748414,NA,0,NA
51,1700025G04Rik-201,0.000338629489585186,0.999265150009186,-0.00413510575222099,NA,0,NA
52,1700028J19Rik-201,0.000904074099030018,0.999265150009186,0.00578307996916644,NA,0,NA
53,1700028K03Rik-206,0.000706441511705067,0.999265150009186,0.000529928826735973,NA,0,NA
54,1700028P14Rik-201,0.00178508425618641,0.999265150009186,0.0171201346604063,NA,0,NA
55,1700029F12Rik-201,0.00153173101664272,0.999265150009186,0.00849449197755395,NA,0,NA
56,1700029I15Rik-201,0.000487249737286792,0.999265150009186,-0.0131571492990476,NA,0,NA
